PLAYER,POS,AGE,TEAM,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,SEASON,index
Tyler Cook,SF,22,DEN,2,19,11.3,.694,.000,1.000,11.8,11.8,11.8,0.0,5.2,0.0,41.0,11.2,,0.0,0.0,0.0,.069,,-4.4,-0.4,-4.8,0.0,2019-20,TylerCook2019-20
Torrey Craig,SF,29,DEN,58,1072,10.8,.553,.513,.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,,1.1,0.9,2.0,.091,,-2.0,-0.3,-2.3,-0.1,2019-20,TorreyCraig2019-20
Troy Daniels,SG,28,DEN,6,76,5.3,.464,.714,.000,0.0,8.8,4.4,5.4,2.0,0.0,9.7,17.7,,-0.1,0.1,0.0,-0.025,,-4.8,-2.4,-7.2,-0.1,2019-20,TroyDaniels2019-20
PJ Dozier,SG,23,DEN,29,412,11.6,.495,.312,.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,,0.0,0.4,0.4,.044,,-2.5,-1.2,-3.8,-0.2,2019-20,PJDozier2019-20
Jerami Grant,PF,25,DEN,71,1892,14.4,.591,.397,.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,,2.8,1.6,4.4,.111,,0.1,-0.6,-0.5,0.7,2019-20,JeramiGrant2019-20
Gary Harris,SG,25,DEN,56,1780,9.7,.519,.405,.177,1.6,8.6,5.1,8.9,2.1,0.7,9.7,15.1,,0.5,1.4,1.9,.052,,-2.8,0.3,-2.5,-0.2,2019-20,GaryHarris2019-20
Juancho Hernangómez,PF,24,DEN,34,422,6.9,.442,.545,.227,6.4,18.8,12.6,6.7,0.6,1.1,12.9,14.3,,-0.2,0.3,0.1,.007,,-4.0,-1.2,-5.2,-0.3,2019-20,JuanchoHernangómez2019-20
Nikola Jokić,C,24,DEN,73,2336,24.9,.605,.238,.281,8.0,26.1,17.1,35.2,1.8,1.7,15.8,26.6,,6.7,3.1,9.8,.202,,5.5,2.0,7.4,5.5,2019-20,NikolaJokić2019-20
Jordan McRae,SG,28,DEN,4,32,16.7,.580,.667,.667,3.5,14.0,8.8,15.6,3.1,2.9,0.0,10.5,,0.1,0.0,0.1,.201,,1.1,1.4,2.5,0.0,2019-20,JordanMcRae2019-20
Paul Millsap,PF,34,DEN,51,1240,16.9,.591,.283,.322,8.9,17.6,13.2,9.6,1.8,2.2,12.3,20.0,,2.1,1.4,3.5,.136,,0.3,-0.2,0.1,0.7,2019-20,PaulMillsap2019-20
Monte Morris,PG,24,DEN,73,1636,14.9,.545,.304,.157,1.6,7.7,4.7,22.1,1.7,1.0,8.1,17.5,,2.7,1.1,3.8,.112,,0.4,-0.5,-0.2,0.7,2019-20,MonteMorris2019-20
Jamal Murray,PG,22,DEN,59,1904,17.7,.559,.362,.207,2.7,11.2,6.9,22.9,1.7,0.8,11.5,25.2,,2.8,1.5,4.3,.107,,2.0,-0.8,1.2,1.5,2019-20,JamalMurray2019-20
Mason Plumlee,C,29,DEN,61,1057,18.8,.613,.017,.538,10.4,23.2,16.8,20.9,1.5,3.3,18.7,18.0,,2.0,1.4,3.4,.153,,0.3,1.7,2.0,1.1,2019-20,MasonPlumlee2019-20
Michael Porter,SF,21,DEN,55,903,19.8,.617,.384,.188,8.2,23.9,16.1,7.9,1.5,2.6,10.6,22.3,,1.8,1.1,2.9,.154,,2.4,-0.8,1.5,0.8,2019-20,MichaelPorter2019-20
Jarred Vanderbilt,PF,20,DEN,9,41,7.2,.714,.000,.000,8.2,13.6,10.9,6.6,3.6,2.3,50.0,14.8,,-0.1,0.1,0.0,-0.042,,-7.3,0.9,-6.4,0.0,2019-20,JarredVanderbilt2019-20
Noah Vonleh,C,24,DEN,7,30,17.6,.838,.167,.667,11.2,18.6,14.9,9.5,0.0,0.0,20.5,14.1,,0.1,0.0,0.1,.166,,1.3,-1.9,-0.6,0.0,2019-20,NoahVonleh2019-20
Jordan Bone,PG,22,DET,10,53,0.8,.300,.500,.000,0.0,8.7,4.3,21.0,0.9,0.0,9.1,18.1,,-0.1,0.0,-0.1,-0.117,,-9.1,-2.8,-11.9,-0.1,2019-20,JordanBone2019-20
Bruce Brown,PG,23,DET,58,1634,11.9,.518,.215,.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,,0.7,1.4,2.1,.062,,-2.0,0.8,-1.2,0.3,2019-20,BruceBrown2019-20
Sekou Doumbouya,PF,19,DET,38,754,6.2,.474,.415,.195,3.0,14.9,8.9,3.6,1.3,0.9,12.0,16.9,,-0.8,0.5,-0.3,-0.020,,-5.2,-1.4,-6.7,-0.9,2019-20,SekouDoumbouya2019-20
Andre Drummond,C,26,DET,49,1654,22.1,.550,.031,.376,15.3,38.2,26.6,14.0,2.9,4.2,18.0,25.5,,0.7,3.3,4.0,.116,,0.0,1.2,1.1,1.3,2019-20,AndreDrummond2019-20
Tim Frazier,PG,29,DET,27,355,9.8,.464,.319,.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,,-0.1,0.2,0.1,.016,,-3.0,-1.6,-4.6,-0.2,2019-20,TimFrazier2019-20
Langston Galloway,SG,28,DET,66,1702,12.3,.584,.611,.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,,2.4,0.7,3.1,.087,,0.0,-0.9,-0.8,0.5,2019-20,LangstonGalloway2019-20
Blake Griffin,PF,30,DET,18,512,11.9,.476,.444,.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,,-0.4,0.3,-0.1,-0.012,,-1.7,-2.6,-4.3,-0.3,2019-20,BlakeGriffin2019-20
Donta Hall,PF,22,DET,4,48,7.3,.452,.000,1.500,14.0,21.6,17.7,5.3,1.0,1.7,23.1,7.9,,0.0,0.0,0.1,.067,,-5.7,-1.3,-7.0,-0.1,2019-20,DontaHall2019-20
John Henson,C,29,DET,11,188,17.1,.670,.098,.255,8.3,20.8,14.5,9.3,2.1,4.5,20.9,16.7,,0.2,0.2,0.4,.110,,-1.2,1.7,0.5,0.1,2019-20,JohnHenson2019-20
Reggie Jackson,PG,29,DET,14,381,14.7,.492,.414,.167,3.2,9.1,6.1,30.8,1.0,0.2,9.8,27.0,,0.2,0.1,0.4,.047,,1.7,-2.2,-0.5,0.1,2019-20,ReggieJackson2019-20
Luke Kennard,SG,23,DET,28,922,14.4,.589,.535,.219,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,,1.6,0.3,1.9,.100,,1.1,-1.4,-0.3,0.4,2019-20,LukeKennard2019-20
Louis King,SF,20,DET,10,62,6.2,.448,.524,.143,1.8,16.7,9.2,11.8,1.6,0.0,8.2,17.1,,-0.1,0.0,0.0,-0.007,,-5.1,-1.1,-6.2,-0.1,2019-20,LouisKing2019-20
Brandon Knight,PG,28,DET,9,221,11.9,.576,.827,.259,0.5,10.4,5.4,25.6,1.1,0.4,19.6,22.2,,0.1,0.1,0.2,.046,,0.5,-2.5,-2.0,0.0,2019-20,BrandonKnight2019-20
Thon Maker,C,22,DET,60,776,13.7,.582,.332,.570,7.8,16.7,12.2,8.0,1.6,4.2,15.7,16.1,,0.7,0.8,1.5,.096,,-2.1,0.7,-1.4,0.1,2019-20,ThonMaker2019-20
Jordan McRae,SG,28,DET,4,98,6.5,.446,.372,.512,0.0,17.6,8.7,10.7,0.0,0.0,8.7,25.7,,-0.1,0.0,-0.1,-0.053,,-5.6,-4.2,-9.8,-0.2,2019-20,JordanMcRae2019-20
Markieff Morris,PF,30,DET,44,988,12.7,.573,.486,.203,2.7,17.3,9.9,11.0,1.3,0.9,14.2,21.8,,0.3,0.7,1.0,.049,,-1.1,-1.0,-2.1,0.0,2019-20,MarkieffMorris2019-20
Svi Mykhailiuk,SF,22,DET,56,1265,11.2,.578,.704,.173,1.5,7.9,4.7,12.3,1.6,0.3,12.3,17.1,,1.0,0.6,1.6,.060,,-0.7,-1.2,-1.9,0.0,2019-20,SviMykhailiuk2019-20
Derrick Rose,PG,31,DET,50,1298,21.0,.555,.195,.185,2.3,8.3,5.3,40.5,1.5,1.0,13.4,31.6,,1.8,0.7,2.5,.092,,3.9,-1.7,2.2,1.4,2019-20,DerrickRose2019-20
Tony Snell,SF,28,DET,59,1641,9.7,.598,.665,.084,0.6,7.1,3.8,10.9,1.0,0.8,7.3,11.4,,2.1,0.5,2.6,.076,,-1.2,-0.6,-1.8,0.1,2019-20,TonySnell2019-20
Khyri Thomas,SG,23,DET,8,61,3.1,.453,.824,.235,1.8,0.0,0.9,6.7,2.4,0.0,13.8,15.6,,-0.1,0.0,0.0,-0.038,,-6.2,-1.7,-7.9,-0.1,2019-20,KhyriThomas2019-20
Derrick Walton,PG,24,DET,3,26,11.3,.500,1.000,.000,0.0,4.4,2.2,24.8,5.7,0.0,25.0,6.7,,0.0,0.0,0.1,.105,,-2.9,4.7,1.8,0.0,2019-20,DerrickWalton2019-20
Christian Wood,PF,24,DET,62,1325,23.2,.659,.276,.476,8.8,24.8,16.7,7.6,1.3,3.4,12.0,23.0,,3.6,1.5,5.1,.183,,3.5,-0.3,3.1,1.7,2019-20,ChristianWood2019-20
Dragan Bender,PF,22,GSW,9,195,12.1,.534,.479,.155,8.6,21.3,14.7,15.2,1.0,1.8,17.4,20.1,,0.0,0.1,0.1,.027,,-2.5,-1.2,-3.7,-0.1,2019-20,DraganBender2019-20
Ky Bowman,PG,22,GSW,45,1015,9.1,.494,.333,.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,,-0.6,0.6,-0.1,-0.003,,-4.0,-0.3,-4.3,-0.6,2019-20,KyBowman2019-20
Alec Burks,SF,28,GSW,48,1390,16.1,.552,.373,.373,2.8,15.3,8.8,17.4,1.7,1.1,9.8,23.8,,1.6,0.9,2.5,.085,,0.7,-0.6,0.1,0.7,2019-20,AlecBurks2019-20
Willie Cauley-Stein,C,26,GSW,41,940,16.2,.573,.000,.222,7.9,22.0,14.7,9.9,2.3,4.8,11.0,14.4,,1.0,1.2,2.2,.113,,-1.6,1.6,0.0,0.5,2019-20,WillieCauley-Stein2019-20
Marquese Chriss,PF,22,GSW,59,1196,19.5,.604,.101,.405,10.0,23.6,16.5,15.3,1.6,4.7,14.7,19.0,,2.1,1.3,3.4,.136,,0.0,0.6,0.6,0.8,2019-20,MarqueseChriss2019-20
Stephen Curry,PG,31,GSW,5,139,21.7,.557,.598,.317,3.0,17.8,10.1,42.3,1.7,1.3,14.6,33.6,,0.2,0.1,0.3,.103,,4.5,-0.6,3.9,0.2,2019-20,StephenCurry2019-20
Jacob Evans,SG,22,GSW,27,414,5.6,.439,.286,.218,2.3,8.7,5.4,10.9,1.3,2.6,14.6,17.6,,-0.6,0.2,-0.5,-0.054,,-5.7,-1.2,-7.0,-0.5,2019-20,JacobEvans2019-20
Draymond Green,PF,29,GSW,43,1222,12.5,.489,.408,.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,,-0.2,1.3,1.1,.044,,-2.1,1.9,-0.2,0.5,2019-20,DraymondGreen2019-20
Damion Lee,SG,27,GSW,49,1423,12.7,.548,.468,.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19.0,,0.9,0.8,1.7,.058,,-1.5,-0.8,-2.3,-0.1,2019-20,DamionLee2019-20
Kevon Looney,C,23,GSW,20,262,9.4,.403,.177,.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,,-0.2,0.2,0.0,.006,,-4.8,-0.8,-5.6,-0.2,2019-20,KevonLooney2019-20
Mychal Mulder,SF,25,GSW,7,204,7.8,.533,.776,.179,1.5,11.0,6.1,5.8,0.5,0.4,6.5,16.2,,0.0,0.0,0.1,.017,,-3.2,-2.9,-6.0,-0.2,2019-20,MychalMulder2019-20
Zach Norvell,SG,22,GSW,3,36,3.7,.437,.727,.091,0.0,15.6,7.5,11.7,2.7,0.0,20.8,17.1,,-0.1,0.0,-0.1,-0.075,,-6.7,-1.0,-7.7,-0.1,2019-20,ZachNorvell2019-20
Jeremy Pargo,PG,33,GSW,3,44,12.6,.557,.318,.045,2.4,5.1,3.7,33.2,1.1,0.0,15.1,25.7,,0.0,0.0,0.0,.011,,-2.8,-3.1,-5.9,0.0,2019-20,JeremyPargo2019-20
Eric Paschall,PF,23,GSW,60,1654,14.5,.571,.202,.331,5.2,13.1,9.0,12.7,0.9,0.7,11.4,21.4,,1.6,0.5,2.1,.062,,-0.7,-2.0,-2.7,-0.3,2019-20,EricPaschall2019-20
Jordan Poole,SG,20,GSW,57,1274,7.2,.454,.528,.237,0.7,9.6,5.0,15.8,1.3,0.7,11.8,21.1,,-1.6,0.4,-1.2,-0.047,,-4.4,-2.2,-6.6,-1.5,2019-20,JordanPoole2019-20
Chasson Randle,PG,26,GSW,3,40,6.7,.377,.500,1.500,0.0,5.6,2.7,15.7,2.4,0.0,0.0,7.1,,0.0,0.0,0.0,.045,,-6.0,0.2,-5.9,0.0,2019-20,ChassonRandle2019-20
Glenn Robinson III,SF,26,GSW,48,1516,13.1,.574,.335,.146,4.6,11.9,8.1,8.8,1.4,0.8,8.5,16.6,,1.5,0.6,2.1,.067,,-0.6,-1.1,-1.7,0.1,2019-20,GlennRobinsonIII2019-20
D'Angelo Russell,PG,23,GSW,33,1060,19.1,.558,.506,.227,1.4,11.4,6.2,36.0,1.4,0.8,12.6,32.2,,0.9,0.4,1.3,.058,,4.5,-1.9,2.6,1.2,2019-20,D'AngeloRussell2019-20
Alen Smailagić,C,19,GSW,14,139,14.5,.610,.325,.475,7.5,13.7,10.5,14.3,1.0,2.6,18.5,18.2,,0.2,0.1,0.2,.081,,-1.5,-0.7,-2.2,0.0,2019-20,AlenSmailagić2019-20
Omari Spellman,C,22,GSW,49,886,14.4,.551,.373,.312,9.1,18.0,13.4,8.1,1.8,2.4,13.9,18.8,,0.5,0.7,1.2,.066,,-0.8,-1.0,-1.8,0.1,2019-20,OmariSpellman2019-20
Juan Toscano-Anderson,SG,26,GSW,13,272,9.4,.529,.365,.079,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,,-0.1,0.2,0.2,.030,,-4.1,0.5,-3.6,-0.1,2019-20,JuanToscano-Anderson2019-20
Andrew Wiggins,SF,24,GSW,12,403,17.5,.542,.314,.324,4.7,10.3,7.4,18.2,1.9,3.8,10.4,25.4,,0.2,0.3,0.5,.064,,1.0,-1.1,-0.1,0.2,2019-20,AndrewWiggins2019-20
Ryan Anderson,C,31,HOU,2,14,9.4,.357,.714,.000,0.0,52.9,26.2,20.4,3.3,0.0,12.5,23.7,,0.0,0.0,0.0,-0.037,,-3.3,0.5,-2.8,0.0,2019-20,RyanAnderson2019-20
Bruno Caboclo,C,24,HOU,8,52,22.1,.618,.400,.300,12.0,20.3,16.1,5.9,4.4,8.2,20.9,22.8,,0.0,0.1,0.2,.162,,-1.4,1.6,0.2,0.0,2019-20,BrunoCaboclo2019-20
Clint Capela,C,25,HOU,39,1279,20.6,.626,.000,.268,13.6,30.5,22.0,5.7,1.2,4.8,12.7,16.1,,2.8,2.1,4.9,.184,,1.0,0.4,1.4,1.1,2019-20,ClintCapela2019-20
DeMarre Carroll,C,33,HOU,9,155,12.8,.578,.541,.595,3.3,13.0,8.1,12.2,1.8,1.7,13.0,14.3,,0.2,0.2,0.4,.114,,-0.7,-0.4,-1.1,0.0,2019-20,DeMarreCarroll2019-20
Tyson Chandler,C,37,HOU,26,219,10.8,.717,.000,.722,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6.0,,0.3,0.3,0.6,.131,,-2.6,1.1,-1.5,0.0,2019-20,TysonChandler2019-20
Gary Clark,PF,25,HOU,18,212,11.8,.564,.864,.119,5.4,14.5,9.9,7.7,0.4,2.8,3.1,12.5,,0.4,0.2,0.5,.123,,0.3,-0.9,-0.6,0.1,2019-20,GaryClark2019-20
Chris Clemons,SG,22,HOU,33,291,13.1,.548,.754,.077,1.4,9.4,5.4,14.3,1.4,1.8,11.5,23.6,,0.1,0.2,0.4,.058,,0.3,-1.3,-1.0,0.1,2019-20,ChrisClemons2019-20
Robert Covington,C,29,HOU,22,726,13.1,.531,.740,.132,3.9,21.7,12.7,6.1,2.2,5.7,11.1,15.4,,0.2,1.2,1.4,.094,,-1.2,1.4,0.2,0.4,2019-20,RobertCovington2019-20
Michael Frazier,SG,25,HOU,13,145,-0.9,.384,.793,.483,0.7,6.6,3.6,1.7,0.6,0.0,12.5,11.5,,-0.2,0.1,-0.2,-0.060,,-8.9,-2.1,-11.0,-0.3,2019-20,MichaelFrazier2019-20
Eric Gordon,SF,31,HOU,36,1016,10.3,.510,.654,.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,,-0.1,0.6,0.5,.024,,-1.8,-2.1,-3.9,-0.5,2019-20,EricGordon2019-20
Jeff Green,C,33,HOU,18,407,18.6,.682,.530,.188,2.6,10.9,6.7,11.5,1.6,1.9,8.5,17.9,,1.2,0.4,1.5,.183,,2.5,0.1,2.6,0.5,2019-20,JeffGreen2019-20
James Harden,SG,30,HOU,68,2483,29.1,.626,.557,.528,2.9,16.0,9.4,35.9,2.3,2.1,14.2,36.3,,9.9,3.2,13.1,.254,,8.1,1.6,9.6,7.3,2019-20,JamesHarden2019-20
Isaiah Hartenstein,C,21,HOU,23,266,18.6,.674,.075,.418,11.3,24.3,17.7,10.0,1.6,3.9,16.8,14.8,,0.7,0.4,1.1,.190,,-1.0,1.3,0.3,0.2,2019-20,IsaiahHartenstein2019-20
Danuel House,SF,26,HOU,63,1913,11.3,.572,.659,.167,3.1,11.6,7.3,6.1,1.6,1.5,8.5,13.7,,1.9,1.8,3.6,.091,,-0.8,0.0,-0.7,0.6,2019-20,DanuelHouse2019-20
William Howard,PF,26,HOU,2,13,-12.7,.000,1.000,.000,0.0,16.3,8.1,9.1,0.0,0.0,20.0,15.9,,-0.1,0.0,-0.1,-0.357,,-14.2,-5.4,-19.6,-0.1,2019-20,WilliamHoward2019-20
Luc Mbah a Moute,PF,33,HOU,3,25,6.4,.425,.400,.400,4.2,4.2,4.2,0.0,3.7,0.0,14.5,11.4,,0.0,0.0,0.0,-0.008,,-5.2,-2.2,-7.4,0.0,2019-20,LucMbahaMoute2019-20
Ben McLemore,SF,26,HOU,71,1619,11.8,.622,.829,.123,1.3,8.9,5.1,5.2,1.3,0.8,8.0,16.0,,2.2,1.1,3.3,.099,,0.1,-0.6,-0.5,0.6,2019-20,BenMcLemore2019-20
Austin Rivers,SG,27,HOU,68,1594,10.4,.542,.539,.222,1.8,9.8,5.8,10.0,1.4,0.5,8.3,15.6,,1.2,1.2,2.4,.072,,-2.1,-0.4,-2.5,-0.2,2019-20,AustinRivers2019-20
Thabo Sefolosha,PF,35,HOU,41,436,9.4,.487,.593,.088,5.0,17.5,11.2,7.5,2.5,2.4,13.7,10.4,,0.0,0.6,0.7,.072,,-2.9,1.7,-1.2,0.1,2019-20,ThaboSefolosha2019-20
P.J. Tucker,PF,34,HOU,72,2467,8.3,.559,.702,.113,4.7,15.6,10.1,6.0,1.4,1.2,13.9,8.7,,1.6,2.4,4.0,.078,,-2.4,0.6,-1.9,0.1,2019-20,P.J.Tucker2019-20
Russell Westbrook,PG,31,HOU,57,2049,21.0,.536,.166,.297,5.1,18.1,11.5,35.6,2.1,0.8,15.0,34.4,,1.7,2.5,4.2,.098,,1.6,-0.1,1.5,1.8,2019-20,RussellWestbrook2019-20
Goga Bitadze,C,20,IND,54,471,12.1,.523,.280,.220,5.9,18.7,12.3,6.7,1.0,6.9,14.5,17.9,,-0.1,0.8,0.7,.067,,-4.1,1.8,-2.3,0.0,2019-20,GogaBitadze2019-20
Brian Bowen,SF,21,IND,6,31,0.1,.300,.200,.000,3.6,21.0,12.4,0.0,0.0,2.8,9.1,15.6,,-0.1,0.0,-0.1,-0.107,,-9.1,-1.8,-10.9,-0.1,2019-20,BrianBowen2019-20
Malcolm Brogdon,PG,27,IND,54,1666,17.7,.541,.309,.250,3.1,14.1,8.6,33.8,1.0,0.5,13.7,25.2,,2.3,1.7,4.0,.114,,2.3,-0.5,1.8,1.6,2019-20,MalcolmBrogdon2019-20
Aaron Holiday,PG,23,IND,66,1617,11.6,.521,.393,.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,,0.4,1.7,2.1,.063,,-1.6,0.0,-1.6,0.2,2019-20,AaronHoliday2019-20
Justin Holiday,SF,30,IND,73,1826,12.1,.585,.681,.138,1.9,12.2,7.1,6.7,2.3,2.2,7.9,13.4,,1.6,2.6,4.2,.112,,-0.5,1.8,1.3,1.5,2019-20,JustinHoliday2019-20
Alize Johnson,PF,23,IND,17,118,13.3,.509,.276,.345,15.0,29.4,22.3,7.7,1.2,1.5,17.3,15.0,,0.1,0.2,0.3,.111,,-1.8,0.2,-1.6,0.0,2019-20,AlizeJohnson2019-20
Jeremy Lamb,SG,27,IND,46,1291,14.0,.547,.330,.230,2.1,14.8,8.5,10.5,2.1,1.5,8.7,19.6,,0.9,1.8,2.7,.099,,-1.1,0.8,-0.4,0.5,2019-20,JeremyLamb2019-20
T.J. Warren,PF,22,IND,28,222,12.9,.451,.209,.186,11.5,23.5,17.5,5.7,2.2,1.6,7.9,20.0,,-0.1,0.4,0.3,.061,,-2.5,0.1,-2.4,0.0,2019-20,T.J.Warren2019-20
T.J. McConnell,PG,27,IND,71,1326,16.5,.540,.041,.102,3.2,12.4,7.8,37.6,2.0,0.7,18.9,17.5,,1.7,1.7,3.3,.121,,0.1,0.4,0.5,0.8,2019-20,T.J.McConnell2019-20
Doug McDermott,PF,28,IND,69,1372,14.4,.620,.537,.106,2.1,11.7,7.0,8.4,0.4,0.3,6.8,19.6,,2.3,1.1,3.3,.117,,1.4,-1.3,0.0,0.7,2019-20,DougMcDermott2019-20
Naz Mitrou-Long,SG,26,IND,5,47,7.8,.412,.706,.000,0.0,16.2,8.2,22.8,1.0,1.9,15.0,18.7,,-0.1,0.1,0.0,-0.022,,-3.5,2.1,-1.4,0.0,2019-20,NazMitrou-Long2019-20
Victor Oladipo,SG,27,IND,19,528,11.3,.506,.423,.240,1.9,13.6,7.8,15.4,1.6,0.7,14.7,26.5,,-0.6,0.6,0.0,.002,,-2.2,-1.1,-3.3,-0.2,2019-20,VictorOladipo2019-20
Domantas Sabonis,PF,23,IND,62,2159,20.7,.586,.079,.349,9.7,29.3,19.6,21.7,1.1,1.2,14.8,23.3,,4.1,3.4,7.5,.168,,2.0,1.2,3.2,2.9,2019-20,DomantasSabonis2019-20
JaKarr Sampson,PF,26,IND,34,471,12.6,.615,.113,.235,4.7,15.7,10.2,6.1,1.6,2.2,10.6,13.2,,0.6,0.7,1.2,.124,,-2.8,1.4,-1.4,0.1,2019-20,JaKarrSampson2019-20
Edmond Sumner,SG,24,IND,31,447,10.1,.491,.373,.204,2.7,8.5,5.6,16.7,1.6,1.8,12.4,17.3,,-0.1,0.5,0.4,.047,,-3.1,0.2,-2.9,-0.1,2019-20,EdmondSumner2019-20
Myles Turner,C,23,IND,62,1826,14.8,.566,.426,.288,5.2,19.1,12.2,5.4,1.2,6.4,11.4,17.9,,1.1,3.1,4.2,.111,,-1.0,1.1,0.1,1.0,2019-20,MylesTurner2019-20
T.J. Leaf,SF,26,IND,67,2202,18.4,.610,.227,.205,3.4,10.5,7.0,7.1,1.7,1.4,7.2,23.3,,4.0,2.6,6.5,.143,,1.2,0.0,1.1,1.7,2019-20,T.J.Leaf2019-20
Patrick Beverley,PG,31,LAC,51,1342,12.5,.560,.604,.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,,1.6,2.0,3.6,.128,,-0.3,2.5,2.2,1.4,2019-20,PatrickBeverley2019-20
Amir Coffey,SG,22,LAC,18,159,8.5,.493,.352,.204,2.7,7.6,5.2,12.3,1.5,1.1,12.0,17.6,,0.0,0.2,0.1,.041,,-4.3,0.1,-4.1,-0.1,2019-20,AmirCoffey2019-20
Paul George,SF,29,LAC,48,1419,21.1,.589,.487,.277,1.8,17.7,10.0,21.1,2.3,1.2,12.5,29.6,,2.5,2.3,4.8,.161,,3.8,1.1,4.9,2.5,2019-20,PaulGeorge2019-20
JaMychal Green,PF,29,LAC,63,1307,11.1,.576,.676,.136,6.3,24.1,15.4,5.0,1.0,1.6,12.6,13.7,,1.1,2.0,3.1,.115,,-1.2,0.7,-0.5,0.5,2019-20,JaMychalGreen2019-20
Maurice Harkless,PF,26,LAC,50,1141,9.7,.584,.336,.194,4.4,13.6,9.1,5.5,2.0,2.3,16.3,10.3,,0.5,1.7,2.3,.095,,-2.4,2.4,0.0,0.6,2019-20,MauriceHarkless2019-20
Montrezl Harrell,C,26,LAC,63,1749,23.2,.607,.022,.432,9.9,16.3,13.2,10.3,1.1,3.6,10.1,25.7,,4.4,2.5,7.0,.191,,2.5,0.5,2.9,2.2,2019-20,MontrezlHarrell2019-20
Reggie Jackson,SG,29,LAC,17,362,12.6,.587,.492,.164,1.8,12.6,7.3,21.3,0.7,1.0,16.9,19.1,,0.4,0.4,0.8,.100,,0.0,-0.2,-0.2,0.2,2019-20,ReggieJackson2019-20
Mfiondu Kabengele,C,22,LAC,12,64,18.2,.614,.625,.156,1.7,15.8,8.9,4.9,1.5,2.8,5.5,23.7,,0.1,0.1,0.2,.173,,2.3,-0.1,2.2,0.1,2019-20,MfionduKabengele2019-20
Kawhi Leonard,SF,28,LAC,57,1848,26.9,.589,.287,.355,3.1,19.1,11.3,26.4,2.6,1.6,10.2,33.0,,5.4,3.3,8.7,.226,,6.5,2.4,8.9,5.1,2019-20,KawhiLeonard2019-20
Terance Mann,SF,23,LAC,41,362,10.6,.545,.253,.342,2.9,12.6,7.9,19.3,1.4,1.2,16.5,12.6,,0.4,0.4,0.8,.106,,-2.7,1.2,-1.5,0.0,2019-20,TeranceMann2019-20
Rodney McGruder,SG,28,LAC,56,871,6.7,.477,.492,.188,3.6,14.2,9.0,5.3,1.4,0.8,10.9,10.6,,-0.1,1.1,1.0,.055,,-3.7,0.8,-3.0,-0.2,2019-20,RodneyMcGruder2019-20
Marcus Morris,PF,30,LAC,19,549,8.9,.523,.483,.126,2.1,12.3,7.4,6.8,1.1,2.1,11.6,15.8,,0.0,0.7,0.6,.055,,-2.5,0.3,-2.2,0.0,2019-20,MarcusMorris2019-20
Johnathan Motley,PF,24,LAC,13,41,28.5,.774,.067,.467,7.8,17.3,12.7,32.9,3.5,0.0,21.7,23.5,,0.2,0.1,0.3,.299,,4.8,3.3,8.1,0.1,2019-20,JohnathanMotley2019-20
Joakim Noah,C,34,LAC,5,50,11.1,.608,.000,1.000,10.7,22.3,16.6,17.9,0.9,1.8,34.2,14.7,,0.0,0.1,0.1,.096,,-4.1,2.5,-1.6,0.0,2019-20,JoakimNoah2019-20
Patrick Patterson,PF,30,LAC,59,776,11.5,.580,.738,.185,4.8,15.1,10.1,7.2,0.4,0.3,7.7,14.7,,1.1,0.8,1.9,.118,,0.8,-0.5,0.3,0.5,2019-20,PatrickPatterson2019-20
Jerome Robinson,SG,22,LAC,42,476,4.8,.423,.493,.140,1.1,11.7,6.5,12.6,1.3,1.5,15.3,15.0,,-0.6,0.6,0.0,-0.004,,-5.3,0.6,-4.7,-0.3,2019-20,JeromeRobinson2019-20
Landry Shamet,SG,22,LAC,53,1452,8.5,.580,.757,.194,0.4,6.6,3.6,9.1,0.7,0.6,9.0,13.4,,1.5,1.1,2.6,.086,,-1.8,-0.3,-2.1,0.0,2019-20,LandryShamet2019-20
Derrick Walton,PG,24,LAC,23,222,8.4,.626,.583,.250,1.0,5.9,3.5,12.6,0.9,0.0,9.1,8.3,,0.4,0.2,0.5,.112,,-2.2,0.9,-1.3,0.0,2019-20,DerrickWalton2019-20
