,PLAYER,POS,AGE,TEAM,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg,SEASON,index
1107,Chris Wilcox,C,29,BOS,28,4,481,7.1,11.8,.598,0.0,0.0,,7.1,11.8,.598,2.7,4.3,.615,4.2,9.3,13.5,1.3,1.2,1.0,3.3,7.1,16.8,,105,98,2011-12,ChrisWilcox2011-12
1108,Sean Williams,C,25,BOS,3,0,42,2.5,7.6,.333,0.0,0.0,,2.5,7.6,.333,8.9,8.9,1.000,5.1,10.1,15.2,3.8,3.8,3.8,3.8,5.1,13.9,,114,89,2011-12,SeanWilliams2011-12
1109,D.J. Augustin,PG,24,CHA,48,46,1408,6.8,18.2,.376,2.3,6.7,.341,4.6,11.5,.396,3.9,4.5,.875,0.9,3.2,4.1,11.5,1.3,0.0,4.1,2.4,19.9,,100,114,2011-12,D.J.Augustin2011-12
1110,Bismack Biyombo,C,19,CHA,63,41,1455,4.7,10.1,.464,0.0,0.0,,4.7,10.1,.464,2.5,5.2,.483,4.1,9.2,13.3,1.0,0.7,4.2,2.6,5.3,11.8,,92,107,2011-12,BismackBiyombo2011-12
1111,Derrick Brown,SF,24,CHA,65,17,1443,7.7,14.9,.518,0.2,0.9,.250,7.5,14.1,.535,3.4,5.1,.667,3.5,5.1,8.6,2.4,1.8,0.4,2.0,3.5,19.1,,110,111,2011-12,DerrickBrown2011-12
1112,Matt Carroll,SG,31,CHA,53,2,596,4.6,13.9,.331,0.7,3.8,.186,3.9,10.1,.386,2.7,3.4,.789,0.7,4.4,5.1,3.4,1.4,0.6,2.1,4.6,12.6,,84,112,2011-12,MattCarroll2011-12
1113,Boris Diaw,PF,29,CHA,37,28,1018,6.0,14.6,.410,1.2,4.5,.267,4.8,10.2,.472,0.9,1.4,.630,2.4,7.7,10.1,8.2,1.0,1.0,4.3,3.7,14.1,,89,111,2011-12,BorisDiaw2011-12
1114,DeSagana Diop,C,30,CHA,27,9,325,2.4,6.8,.357,0.0,0.0,,2.4,6.8,.357,0.2,1.0,.167,5.4,8.4,13.8,3.7,1.0,2.1,3.1,5.8,5.0,,81,109,2011-12,DeSaganaDiop2011-12
1115,Gerald Henderson,SG,24,CHA,55,55,1831,9.6,20.8,.459,0.3,1.4,.234,9.2,19.5,.475,4.5,5.9,.760,1.8,4.6,6.5,3.6,1.4,0.6,2.9,3.7,23.9,,99,112,2011-12,GeraldHenderson2011-12
1116,Cory Higgins,PG,22,CHA,38,0,423,6.5,19.9,.325,0.5,2.5,.200,6.0,17.4,.343,5.2,7.5,.700,0.9,3.5,4.4,4.5,0.6,0.7,4.9,5.0,18.7,,77,114,2011-12,CoryHiggins2011-12
1117,Corey Maggette,SF,32,CHA,32,28,881,8.3,22.3,.373,1.4,3.9,.364,6.9,18.4,.375,10.6,12.4,.856,1.3,6.2,7.5,2.3,1.4,0.1,3.5,5.0,28.7,,100,112,2011-12,CoreyMaggette2011-12
1118,Jamario Moon,SF,31,CHA,8,0,123,3.0,10.3,.292,0.9,4.3,.200,2.1,6.0,.357,0.9,0.9,1.000,0.9,8.6,9.4,2.1,0.4,2.1,3.4,2.1,7.7,,64,110,2011-12,JamarioMoon2011-12
1119,Byron Mullens,C,22,CHA,65,25,1465,9.0,21.3,.425,0.4,1.8,.235,8.6,19.4,.443,3.3,4.0,.821,3.5,8.3,11.8,2.1,0.8,1.9,2.7,4.9,21.8,,94,110,2011-12,ByronMullens2011-12
1120,Eduardo Nájera,PF,35,CHA,22,0,270,4.7,12.5,.375,1.6,5.7,.276,3.1,6.8,.457,0.4,0.8,.500,2.1,7.6,9.8,2.3,3.7,0.8,1.4,7.8,11.3,,92,105,2011-12,EduardoNájera2011-12
1121,Tyrus Thomas,PF,25,CHA,54,30,1013,6.2,17.0,.367,0.1,0.2,.333,6.2,16.9,.367,3.3,4.3,.759,2.5,7.9,10.4,1.8,1.9,3.1,2.8,7.5,15.8,,84,106,2011-12,TyrusThomas2011-12
1122,Kemba Walker,PG,21,CHA,66,25,1792,8.3,22.6,.366,2.0,6.6,.305,6.2,15.9,.392,4.9,6.3,.789,0.9,6.0,6.9,8.5,1.8,0.6,3.5,2.3,23.5,,96,111,2011-12,KembaWalker2011-12
1123,D.J. White,PF,25,CHA,58,11,1098,8.4,16.9,.493,0.0,0.0,1.000,8.3,16.9,.491,2.1,2.9,.705,2.4,7.6,10.0,2.3,0.8,1.1,2.1,4.5,18.8,,100,111,2011-12,D.J.White2011-12
1124,Reggie Williams,SF,25,CHA,33,13,747,7.5,18.0,.416,2.3,7.5,.308,5.1,10.4,.493,2.0,2.8,.725,1.9,4.7,6.6,4.2,1.4,0.2,2.3,2.4,19.3,,100,113,2011-12,ReggieWilliams2011-12
1125,Jimmy Butler,C,25,CHI,66,2,971,4.4,8.7,.506,0.0,0.0,,4.4,8.7,.506,2.6,5.7,.456,7.0,12.4,19.4,1.8,1.7,3.8,3.8,6.7,11.4,,97,92,2011-12,JimmyButler2011-12
1126,Carlos Boozer,PF,30,CHI,66,66,1948,12.4,23.3,.532,0.0,0.0,.000,12.4,23.2,.533,2.6,3.8,.693,3.2,12.4,15.6,3.5,1.7,0.7,3.2,4.6,27.4,,108,95,2011-12,CarlosBoozer2011-12
1127,Ronnie Brewer,SG,26,CHI,66,43,1635,6.3,14.7,.427,0.6,2.3,.275,5.6,12.4,.455,1.8,3.3,.560,2.4,5.2,7.6,4.5,2.4,0.7,1.9,2.1,15.0,,103,99,2011-12,RonnieBrewer2011-12
1128,Jimmy Butler,SG,22,CHI,42,0,359,4.8,11.8,.405,0.3,1.6,.182,4.5,10.2,.441,6.4,8.4,.768,3.4,4.9,8.4,2.1,1.6,0.7,2.1,3.0,16.3,,112,100,2011-12,JimmyButler2011-12
1129,Luol Deng,SF,26,CHI,54,54,2129,7.9,19.1,.412,2.0,5.4,.367,5.9,13.7,.430,3.2,4.2,.770,1.9,6.9,8.9,4.0,1.4,0.9,2.4,2.0,20.9,,105,100,2011-12,LuolDeng2011-12
1130,Taj Gibson,PF,26,CHI,63,0,1284,8.4,16.9,.495,0.0,0.0,,8.4,16.9,.495,3.5,5.7,.622,5.7,8.3,13.9,2.0,1.1,3.4,2.5,5.5,20.3,,109,96,2011-12,TajGibson2011-12
1131,Richard Hamilton,SG,33,CHI,28,28,697,10.8,23.9,.452,1.3,3.6,.370,9.5,20.4,.466,2.2,2.9,.784,1.5,3.6,5.1,6.5,0.9,0.1,3.8,4.3,25.2,,101,104,2011-12,RichardHamilton2011-12
1132,Mike James,PG,36,CHI,11,0,120,9.0,22.0,.408,2.7,4.5,.600,6.3,17.5,.359,3.1,3.6,.875,0.9,3.6,4.5,13.0,1.8,0.9,6.3,9.0,23.8,,101,101,2011-12,MikeJames2011-12
1133,Kyle Korver,SG,30,CHI,65,7,1469,6.5,15.1,.432,4.3,9.9,.435,2.2,5.2,.426,2.0,2.4,.833,1.0,4.9,5.8,4.1,1.3,0.5,1.9,4.0,19.4,,120,101,2011-12,KyleKorver2011-12
1134,John Lucas III,PG,29,CHI,49,2,726,10.6,26.6,.399,4.1,10.4,.393,6.5,16.2,.404,2.1,2.4,.875,1.6,4.0,5.6,8.0,1.4,0.1,3.1,3.1,27.4,,107,102,2011-12,JohnLucasIII2011-12
1135,Joakim Noah,C,26,CHI,64,64,1945,6.9,13.6,.508,0.0,0.0,.000,6.9,13.5,.509,4.3,5.7,.748,6.7,10.7,17.4,4.4,1.1,2.5,2.5,4.5,18.1,,120,96,2011-12,JoakimNoah2011-12
1136,Derrick Rose,PG,23,CHI,39,39,1375,11.8,27.2,.435,2.1,6.8,.312,9.7,20.4,.475,7.6,9.4,.812,1.0,4.1,5.1,12.0,1.4,1.1,4.7,2.0,33.4,,112,101,2011-12,DerrickRose2011-12
1137,Brian Scalabrine,PF,33,CHI,28,0,122,6.2,13.2,.467,0.4,3.1,.143,5.7,10.2,.565,1.3,2.6,.500,3.5,5.7,9.3,6.6,2.2,2.6,4.0,4.0,14.1,,98,97,2011-12,BrianScalabrine2011-12
1138,C.J. Watson,PG,27,CHI,49,25,1159,7.5,20.3,.368,3.2,8.0,.393,4.3,12.3,.352,3.9,4.8,.808,1.0,3.9,4.9,9.3,2.1,0.4,4.5,4.8,22.0,,101,101,2011-12,C.J.Watson2011-12
1139,Omri Casspi,SF,23,CLE,65,35,1341,6.5,16.1,.403,2.1,6.6,.315,4.4,9.6,.463,2.9,4.2,.685,2.5,6.5,8.9,2.6,1.5,0.8,2.5,4.5,18.0,,101,109,2011-12,OmriCasspi2011-12
1140,Semih Erden,C,25,CLE,28,9,333,6.2,11.7,.527,0.0,0.0,,6.2,11.7,.527,3.3,6.5,.512,3.2,8.2,11.4,1.4,1.6,0.8,2.5,9.5,15.6,,102,108,2011-12,SemihErden2011-12
1141,Christian Eyenga,SF,22,CLE,6,0,83,1.9,12.0,.158,0.6,1.3,.500,1.3,10.8,.118,1.3,3.8,.333,1.9,5.7,7.6,2.5,1.9,2.5,1.3,4.4,5.7,,59,107,2011-12,ChristianEyenga2011-12
1142,Alonzo Gee,SG,24,CLE,63,31,1827,6.5,15.9,.412,1.3,3.9,.321,5.3,11.9,.442,4.8,6.1,.788,2.9,6.4,9.3,3.3,2.4,0.5,3.3,4.3,19.1,,102,108,2011-12,AlonzoGee2011-12
1143,Daniel Gibson,SG,25,CLE,35,7,916,5.0,14.2,.351,3.2,8.0,.396,1.8,6.3,.294,2.0,2.5,.791,0.6,5.2,5.8,4.4,1.5,0.9,2.6,4.0,15.1,,98,110,2011-12,DanielGibson2011-12
1144,Luke Harangody,PF,24,CLE,21,1,231,5.2,14.8,.354,1.1,4.8,.238,4.1,10.0,.409,2.0,2.7,.750,4.6,7.5,12.1,1.4,1.4,0.7,0.9,3.9,13.7,,101,109,2011-12,LukeHarangody2011-12
1145,Manny Harris,SG,22,CLE,26,5,456,6.9,17.3,.400,1.4,4.1,.333,5.5,13.1,.421,4.7,6.8,.695,1.3,6.8,8.1,3.6,1.5,0.7,3.1,3.2,19.9,,97,109,2011-12,MannyHarris2011-12
1146,Ryan Hollins,C,27,CLE,24,7,362,4.1,8.1,.500,0.0,0.0,,4.1,8.1,.500,4.8,8.0,.600,3.6,4.5,8.1,0.9,0.6,1.7,3.5,8.0,12.9,,97,111,2011-12,RyanHollins2011-12
1147,Lester Hudson,PG,27,CLE,13,0,314,9.9,25.3,.391,2.5,10.2,.246,7.4,15.1,.489,5.4,6.4,.842,1.2,6.5,7.7,5.9,2.3,0.5,5.0,4.4,27.6,,96,108,2011-12,LesterHudson2011-12
1148,Kyrie Irving,PG,19,CLE,51,51,1558,11.8,25.2,.469,2.5,6.2,.399,9.3,19.0,.491,5.8,6.6,.872,1.5,5.0,6.4,9.3,1.8,0.7,5.4,3.7,31.8,,109,110,2011-12,KyrieIrving2011-12
1149,Antawn Jamison,PF,35,CLE,65,65,2151,10.3,25.5,.403,2.2,6.5,.341,8.1,19.0,.425,4.5,6.6,.683,3.0,7.0,10.0,3.2,1.2,1.1,2.2,4.0,27.3,,103,109,2011-12,AntawnJamison2011-12
1150,D.J. Kennedy,SF,22,CLE,2,0,59,4.5,10.7,.417,1.8,3.6,.500,2.7,7.1,.375,0.0,1.8,.000,0.9,5.3,6.2,2.7,1.8,0.0,2.7,6.2,10.7,,85,110,2011-12,D.J.Kennedy2011-12
1151,Anthony Parker,SF,36,CLE,51,51,1280,5.8,13.4,.433,2.1,5.7,.362,3.7,7.7,.484,1.4,2.3,.625,0.4,5.3,5.7,4.9,1.6,0.3,2.1,2.7,15.1,,105,110,2011-12,AnthonyParker2011-12
1152,Samardo Samuels,C,23,CLE,54,0,825,6.7,14.7,.455,0.0,0.0,,6.7,14.7,.455,5.2,7.5,.701,4.0,7.5,11.5,1.3,1.3,1.3,3.6,7.2,18.6,,98,108,2011-12,SamardoSamuels2011-12
1153,Ramon Sessions,PG,25,CLE,41,4,1006,7.4,18.5,.398,1.4,3.2,.419,6.0,15.3,.394,6.4,7.7,.830,1.0,5.6,6.6,11.1,1.4,0.1,4.3,3.3,22.5,,107,111,2011-12,RamonSessions2011-12
1154,Donald Sloan,PG,24,CLE,25,11,608,6.1,15.2,.403,0.2,1.9,.091,6.0,13.3,.448,1.8,2.2,.808,1.3,3.8,5.1,8.0,0.9,0.3,3.6,2.8,14.3,,92,113,2011-12,DonaldSloan2011-12
1155,Mychel Thompson,SG,23,CLE,5,3,95,3.9,13.3,.292,2.2,6.1,.364,1.7,7.2,.231,0.0,0.0,,0.0,2.8,2.8,3.9,1.1,0.6,2.8,4.4,10.0,,76,113,2011-12,MychelThompson2011-12
1156,Tristan Thompson,PF,20,CLE,60,25,1424,7.2,16.3,.439,0.0,0.1,.000,7.2,16.2,.441,3.9,7.1,.552,6.9,7.5,14.4,1.0,1.0,2.3,3.0,4.9,18.2,,98,108,2011-12,TristanThompson2011-12
1157,Ben Uzoh,PG,23,CLE,2,0,13,8.1,20.2,.400,0.0,0.0,,8.1,20.2,.400,0.0,0.0,,8.1,8.1,16.2,8.1,4.0,0.0,0.0,4.0,16.2,,115,104,2011-12,BenUzoh2011-12
1158,Anderson Varejão,C,29,CLE,25,25,785,7.6,14.9,.514,0.0,0.3,.000,7.6,14.6,.523,2.9,4.3,.672,7.3,11.9,19.2,2.9,2.3,1.1,3.0,4.2,18.1,,110,103,2011-12,AndersonVarejão2011-12
1159,Luke Walton,PF,31,CLE,21,0,299,3.2,9.0,.353,1.2,2.8,.438,1.9,6.2,.314,0.0,0.0,,1.2,4.9,6.2,5.3,0.5,0.2,4.4,5.6,7.6,,76,113,2011-12,LukeWalton2011-12
1160,Kelenna Azubuike,SG,28,DAL,3,0,18,8.7,23.3,.375,2.9,8.7,.333,5.8,14.6,.400,0.0,0.0,,0.0,0.0,0.0,0.0,2.9,0.0,11.7,2.9,20.4,,54,106,2011-12,KelennaAzubuike2011-12
1161,Rodrigue Beaubois,PG,23,DAL,53,12,1151,8.6,20.3,.422,1.7,6.0,.288,6.8,14.3,.479,2.6,3.1,.841,0.9,6.0,6.9,6.9,2.6,1.3,3.2,4.5,21.5,,100,101,2011-12,RodrigueBeaubois2011-12
1162,Brian Cardinal,SF,34,DAL,44,0,277,2.7,10.4,.255,1.9,9.3,.204,0.8,1.1,.667,0.9,1.1,.833,0.8,5.7,6.4,3.0,1.5,0.4,1.5,7.2,8.1,,82,105,2011-12,BrianCardinal2011-12
1163,Vince Carter,SG,35,DAL,61,40,1542,7.6,18.5,.411,2.5,7.0,.361,5.1,11.5,.442,3.2,3.9,.826,1.1,5.9,7.0,4.7,1.9,0.9,2.9,4.6,20.9,,102,103,2011-12,VinceCarter2011-12
1164,Brendan Haywood,C,32,DAL,54,54,1146,5.4,10.4,.518,0.0,0.0,,5.4,10.4,.518,2.1,4.4,.469,6.4,8.5,14.8,0.9,1.1,2.5,2.1,5.5,12.9,,107,101,2011-12,BrendanHaywood2011-12
1165,Yi Jianlian,PF,24,DAL,30,0,203,8.0,21.2,.378,0.8,2.6,.300,7.2,18.6,.389,3.6,5.4,.667,3.1,9.6,12.7,1.3,1.8,2.1,3.6,5.9,20.4,,84,100,2011-12,YiJianlian2011-12
1166,Dominique Jones,SG,23,DAL,33,1,268,5.7,14.3,.397,0.2,1.6,.125,5.5,12.7,.431,5.7,7.2,.784,1.8,6.9,8.6,8.2,2.0,1.0,5.5,5.5,17.2,,93,102,2011-12,DominiqueJones2011-12
1167,Jason Kidd,PG,38,DAL,48,48,1379,3.8,10.4,.363,3.0,8.5,.354,0.8,1.9,.400,0.8,1.1,.786,0.6,7.0,7.5,10.1,3.1,0.4,3.5,3.2,11.4,,103,101,2011-12,JasonKidd2011-12
1168,Ian Mahinmi,C,25,DAL,61,12,1139,6.0,11.0,.546,0.0,0.0,.000,6.0,10.9,.549,4.3,6.8,.639,5.0,8.3,13.3,0.6,1.8,1.4,2.3,8.1,16.3,,113,101,2011-12,IanMahinmi2011-12
1169,Shawn Marion,SF,33,DAL,63,63,1919,7.9,17.7,.446,0.5,1.9,.294,7.3,15.8,.464,2.0,2.5,.796,4.0,8.8,12.7,3.6,1.8,1.0,2.7,2.4,18.3,,100,102,2011-12,ShawnMarion2011-12
1170,Dirk Nowitzki,PF,33,DAL,62,62,2079,11.9,26.1,.457,2.0,5.4,.368,10.0,20.8,.481,8.0,9.0,.896,1.2,9.4,10.6,3.4,1.1,0.8,3.0,3.3,33.9,,110,103,2011-12,DirkNowitzki2011-12
1171,Lamar Odom,SF,32,DAL,50,4,1027,6.3,17.8,.352,1.4,5.7,.252,4.9,12.2,.399,3.0,5.0,.592,1.8,8.8,10.6,4.2,1.0,0.9,2.7,5.0,17.0,,89,103,2011-12,LamarOdom2011-12
1172,Jason Terry,SG,34,DAL,63,1,2000,9.4,21.8,.430,3.6,9.6,.378,5.7,12.2,.471,2.6,2.9,.883,0.4,3.5,3.9,5.9,1.9,0.3,3.3,1.8,24.9,,103,106,2011-12,JasonTerry2011-12
1173,Delonte West,PG,28,DAL,44,33,1060,8.2,17.8,.461,1.3,3.8,.355,6.9,14.1,.489,3.1,3.5,.886,0.6,4.4,5.0,6.9,2.9,0.5,3.8,3.3,20.9,,102,103,2011-12,DelonteWest2011-12
1174,Sean Williams,C,25,DAL,8,0,65,9.7,12.9,.750,0.0,0.0,,9.7,12.9,.750,4.0,4.8,.833,7.3,3.2,10.5,1.6,0.8,4.0,5.7,11.3,23.4,,118,103,2011-12,SeanWilliams2011-12
1175,Brandan Wright,C,24,DAL,49,0,791,9.6,15.5,.618,0.0,0.1,.000,9.6,15.4,.621,3.5,5.4,.634,4.1,7.4,11.5,0.9,1.5,4.2,1.4,4.0,22.6,,124,100,2011-12,BrandanWright2011-12
1176,Arron Afflalo,SG,26,DEN,62,62,2086,8.0,17.1,.471,2.1,5.4,.398,5.9,11.7,.504,4.8,6.0,.798,1.0,3.8,4.8,3.6,0.9,0.3,2.1,3.3,23.0,,116,111,2011-12,ArronAfflalo2011-12
1177,Chris Andersen,C,33,DEN,32,1,486,6.2,11.3,.546,0.0,0.0,,6.2,11.3,.546,5.2,8.6,.610,5.0,10.5,15.5,0.6,2.0,4.8,1.8,5.5,17.6,,119,99,2011-12,ChrisAndersen2011-12
1178,Corey Brewer,SF,25,DEN,59,17,1287,8.0,18.3,.434,1.3,5.0,.260,6.7,13.3,.500,3.6,5.1,.692,1.7,4.2,5.9,3.5,2.9,0.7,2.2,4.5,20.8,,104,106,2011-12,CoreyBrewer2011-12
1179,DeMarre Carroll,PF,25,DEN,4,0,21,14.6,14.6,1.000,0.0,0.0,,14.6,14.6,1.000,0.0,0.0,,0.0,7.3,7.3,7.3,0.0,0.0,4.9,2.4,29.1,,139,111,2011-12,DeMarreCarroll2011-12
1180,Wilson Chandler,SF,24,DEN,8,6,215,7.3,18.7,.392,0.7,2.8,.250,6.6,15.9,.418,2.4,2.8,.833,1.4,8.3,9.7,4.0,1.4,1.4,4.3,4.3,17.8,,86,105,2011-12,WilsonChandler2011-12
1181,Kenneth Faried,PF,22,DEN,46,39,1037,8.9,15.2,.586,0.0,0.0,,8.9,15.2,.586,5.4,8.1,.665,7.0,10.3,17.3,1.8,1.7,2.3,2.7,5.7,23.1,,123,103,2011-12,KennethFaried2011-12
1182,Rudy Fernández,SG,26,DEN,31,1,710,7.1,16.2,.440,2.9,8.8,.328,4.2,7.4,.573,2.2,3.1,.698,0.6,4.0,4.7,5.4,2.2,0.2,2.9,2.7,19.2,,106,108,2011-12,RudyFernández2011-12
1183,Danilo Gallinari,SF,23,DEN,43,40,1351,7.3,17.6,.414,2.3,6.9,.328,5.0,10.7,.470,6.9,7.9,.871,1.1,6.6,7.6,4.4,1.6,0.9,2.6,3.2,23.7,,114,107,2011-12,DaniloGallinari2011-12
1184,Jordan Hamilton,SF,21,DEN,26,2,258,9.5,21.9,.432,3.4,9.3,.362,6.1,12.6,.484,0.4,1.0,.400,2.2,10.1,12.2,4.0,0.8,0.6,3.2,3.0,22.7,,99,107,2011-12,JordanHamilton2011-12
1185,Al Harrington,PF,31,DEN,64,1,1761,10.0,22.4,.446,2.9,8.8,.333,7.1,13.6,.519,3.4,5.1,.676,2.1,9.2,11.3,2.5,1.7,0.3,3.2,5.2,26.3,,103,105,2011-12,AlHarrington2011-12
1186,Nenê Hilário,C,29,DEN,28,27,826,8.8,17.3,.509,0.0,0.1,.000,8.8,17.2,.513,5.6,8.2,.677,2.7,10.2,12.8,3.8,2.2,1.5,4.8,4.3,23.2,,101,102,2011-12,NenêHilário2011-12
1187,Kosta Koufos,C,22,DEN,48,24,792,7.4,12.4,.599,0.0,0.0,,7.4,12.4,.599,2.1,3.5,.600,6.1,10.5,16.6,1.0,1.5,2.6,2.1,6.2,16.9,,120,102,2011-12,KostaKoufos2011-12
1188,Ty Lawson,PG,24,DEN,61,61,2124,9.0,18.4,.488,1.8,4.8,.365,7.2,13.6,.531,4.3,5.2,.824,1.3,4.2,5.4,9.6,2.0,0.1,3.6,2.3,24.0,,116,108,2011-12,TyLawson2011-12
1189,JaVale McGee,C,24,DEN,20,5,411,11.5,18.8,.612,0.0,0.0,,11.5,18.8,.612,2.4,6.3,.373,4.5,9.8,14.3,0.7,1.2,3.8,2.4,6.0,25.4,,111,102,2011-12,JaValeMcGee2011-12
1190,Andre Miller,SG,35,DEN,66,7,1809,6.8,15.6,.438,0.5,2.3,.217,6.3,13.2,.478,3.9,4.8,.811,1.5,4.7,6.2,12.4,1.8,0.3,5.0,3.7,18.0,,104,108,2011-12,AndreMiller2011-12
1191,Timofey Mozgov,C,25,DEN,44,35,687,7.4,14.1,.526,0.0,0.0,,7.4,14.1,.526,2.9,4.2,.684,3.9,9.3,13.3,1.6,1.1,3.1,3.9,6.4,17.7,,100,103,2011-12,TimofeyMozgov2011-12
1192,Julyan Stone,SG,23,DEN,22,2,179,3.7,8.8,.419,0.6,3.1,.182,3.1,5.7,.550,2.3,3.1,.727,1.4,5.7,7.1,10.5,2.3,1.7,3.1,5.1,10.2,,109,105,2011-12,JulyanStone2011-12
1193,Will Bynum,PG,29,DET,36,0,514,7.7,20.3,.381,0.7,3.0,.241,7.0,17.3,.406,5.1,6.7,.766,1.0,4.8,5.9,6.9,2.4,0.3,5.7,6.4,21.3,,88,106,2011-12,WillBynum2011-12
1194,Austin Daye,SF,23,DET,41,4,603,6.5,20.2,.322,1.2,5.5,.210,5.4,14.7,.364,3.1,3.8,.814,1.2,6.9,8.1,2.9,2.0,1.9,3.6,5.5,17.3,,80,104,2011-12,AustinDaye2011-12
1195,Ben Gordon,SG,28,DET,52,21,1398,9.0,20.4,.442,2.4,5.7,.429,6.6,14.7,.446,4.5,5.2,.860,0.5,4.1,4.7,4.9,1.3,0.4,4.4,4.4,24.9,,101,109,2011-12,BenGordon2011-12
1196,Jonas Jerebko,PF,24,DET,64,13,1468,7.8,16.6,.468,1.2,3.9,.302,6.6,12.7,.519,3.7,4.5,.806,3.5,7.8,11.3,1.6,1.5,0.8,2.4,5.9,20.4,,109,106,2011-12,JonasJerebko2011-12
1197,Brandon Knight,PG,20,DET,66,60,2129,8.1,19.4,.415,2.7,7.0,.380,5.4,12.5,.434,2.6,3.5,.759,0.8,4.5,5.3,6.3,1.2,0.3,4.3,3.9,21.4,,97,109,2011-12,BrandonKnight2011-12
1198,Vernon Macklin,C,25,DET,23,0,135,7.6,13.9,.543,0.0,0.0,,7.6,13.9,.543,3.2,5.6,.571,5.6,8.0,13.5,2.0,1.6,1.6,1.2,3.6,18.3,,121,105,2011-12,VernonMacklin2011-12
1199,Jason Maxiell,PF,28,DET,65,42,1466,6.7,14.1,.478,0.0,0.1,.000,6.7,14.0,.480,2.1,3.9,.547,4.6,7.6,12.2,1.5,1.2,1.8,2.6,5.5,15.6,,99,106,2011-12,JasonMaxiell2011-12
1200,Greg Monroe,C,21,DET,66,66,2082,10.5,20.2,.521,0.0,0.0,.000,10.5,20.1,.522,5.2,7.0,.739,6.2,10.3,16.5,3.9,2.1,1.2,4.2,4.6,26.2,,110,102,2011-12,GregMonroe2011-12
1201,Tayshaun Prince,SF,31,DET,63,63,2087,8.7,20.6,.421,1.0,2.7,.356,7.7,17.9,.431,2.3,3.0,.774,1.9,5.4,7.2,3.9,0.7,0.8,1.9,2.0,20.6,,101,109,2011-12,TayshaunPrince2011-12
1202,Walker Russell,PG,29,DET,28,0,357,5.0,14.3,.347,0.6,2.0,.308,4.4,12.4,.354,2.1,3.3,.636,1.1,2.9,3.9,8.7,2.7,0.2,5.0,4.4,12.7,,82,107,2011-12,WalkerRussell2011-12
1203,Rodney Stuckey,SG,25,DET,55,48,1644,8.4,19.5,.429,1.1,3.4,.317,7.3,16.1,.452,8.7,10.5,.834,1.2,3.4,4.6,6.9,1.4,0.3,3.5,4.1,26.6,,112,109,2011-12,RodneyStuckey2011-12
1204,Charlie Villanueva,PF,27,DET,13,0,180,10.5,27.2,.385,4.5,13.4,.333,6.0,13.7,.435,1.8,2.1,.857,2.7,11.7,14.3,1.8,2.1,1.5,2.1,7.5,27.2,,100,101,2011-12,CharlieVillanueva2011-12
1205,Ben Wallace,C,37,DET,62,11,980,1.9,4.7,.395,0.1,0.2,.250,1.8,4.5,.402,0.9,2.6,.340,4.4,10.3,14.8,2.4,2.6,2.8,1.9,3.3,4.7,,93,100,2011-12,BenWallace2011-12
1206,Damien Wilkins,SF,32,DET,60,2,922,4.4,11.3,.394,0.4,1.3,.304,4.0,9.9,.406,2.0,3.2,.630,1.3,4.6,5.8,2.6,1.7,0.8,1.8,5.0,11.3,,93,108,2011-12,DamienWilkins2011-12
1207,Earl Barron,C,30,GSW,2,0,9,11.6,23.1,.500,0.0,0.0,,11.6,23.1,.500,0.0,0.0,,5.8,0.0,5.8,0.0,0.0,0.0,0.0,28.9,23.1,,110,117,2011-12,EarlBarron2011-12
1208,Keith Benson,C,23,GSW,3,0,9,0.0,5.8,.000,0.0,0.0,,0.0,5.8,.000,0.0,0.0,,11.6,5.8,17.3,0.0,0.0,0.0,0.0,0.0,0.0,,98,115,2011-12,KeithBenson2011-12
1209,Andris Biedriņš,C,25,GSW,47,35,739,2.7,4.5,.609,0.0,0.0,,2.7,4.5,.609,0.1,0.6,.111,3.2,9.2,12.4,1.1,1.6,3.2,1.0,8.8,5.6,,118,105,2011-12,AndrisBiedriņš2011-12
1210,Kwame Brown,C,29,GSW,9,3,187,5.8,11.1,.525,0.0,0.0,,5.8,11.1,.525,4.2,9.5,.441,4.4,11.4,15.8,1.1,2.2,0.0,3.9,5.8,15.8,,94,105,2011-12,KwameBrown2011-12
1211,Stephen Curry,PG,23,GSW,26,23,732,10.3,21.0,.490,3.9,8.6,.455,6.4,12.4,.514,2.7,3.3,.809,1.1,5.2,6.2,9.8,2.8,0.6,4.6,4.4,27.2,,112,108,2011-12,StephenCurry2011-12
1212,Monta Ellis,SG,26,GSW,37,37,1365,11.6,26.8,.433,1.9,5.9,.321,9.7,20.9,.465,5.8,7.1,.812,0.6,4.2,4.8,8.5,2.1,0.5,4.7,3.2,30.9,,101,111,2011-12,MontaEllis2011-12
1213,Mickell Gladness,PF,25,GSW,18,7,224,5.6,13.0,.429,0.0,0.0,,5.6,13.0,.429,1.4,2.8,.500,3.0,7.9,10.9,0.7,0.7,4.4,0.9,5.6,12.5,,96,107,2011-12,MickellGladness2011-12
1214,Richard Jefferson,SF,31,GSW,22,3,580,6.4,15.1,.420,3.0,7.1,.418,3.4,8.1,.422,2.2,3.1,.686,0.7,6.1,6.8,3.0,1.1,0.6,1.6,3.4,17.8,,106,111,2011-12,RichardJefferson2011-12
